-0.1231143261476954, -0.1328690019263375, -0.1247507872837912, -0.1306042071826697, -0.03114968450417337, -0.04924459768039916, -0.1761834684812171, -0.2130047114549029, -0.1890331389243511, -0.2271757032921372, -0.1899639252460716, -0.2272483047908163, -0.1892704450652881, -0.2260742207031776, -0.1884075506085268, -0.2260184997154265, -0.1952971987391928, -0.2537906337683176, -0.194912583391884, -0.2470597308710469, -0.1995978158927266, -0.2489031931990911, -0.6275965882673218, 1
-0.2097928283321521, -0.2243189698234439, -0.2153676553254051, -0.2088065949597365, -0.03115290033263672, -0.04532195856762421, -0.1761623239779757, -0.2091280427147831, -0.1890001171100361, -0.2235003998424756, -0.1898938755379516, -0.2237560444312174, -0.189185975365689, -0.2234725965981069, -0.188323343463892, -0.2241830345526124, -0.1952706856372414, -0.252979528362575, -0.1950648826446877, -0.2473528801248135, -0.1999178928707238, -0.2495766824515774, -0.4198746949092528, 1
-0.213419607397643, -0.2259866529132735, -0.2421265189784773, -0.2252378156133955, -0.03123021270307214, -0.06938410121747701, -0.1762267121510555, -0.2143086235746709, -0.1890157996768222, -0.2251838504677112, -0.1899146688819677, -0.2249542906496483, -0.1891570487911386, -0.2226234195010998, -0.1882682567870037, -0.223362208047349, -0.1952782989284013, -0.2530583464180662, -0.1950323639123773, -0.2471501247269086, -0.1999344752732252, -0.2494411358031533, -0.1033694947733671, 1
-0.2060901752276337, -0.2163974751467527, -0.1916693992734865, -0.1683223523062118, -0.03119636821624809, -0.07001457431037574, -0.1762473715821054, -0.2192637158724935, -0.1891253896161424, -0.2332354874694699, -0.1900890576499983, -0.2307668095919954, -0.1893933351065117, -0.2276974419441643, -0.1886572352239922, -0.2283462825438159, -0.1957863910181528, -0.2559768107163706, -0.1958983121772714, -0.2496865464076587, -0.2014004454771366, -0.2518634968113278, 1.251114233881352, 1
-0.1205649584363887, -0.1113655113161301, -0.144558925263217, -0.1144435830265102, -0.03124867059490766, -0.07037366985459233, -0.1762111821004137, -0.2117935588439444, -0.188948737138717, -0.2197957450110979, -0.1897718319813453, -0.2185373997097697, -0.1888996781090372, -0.2159424109415886, -0.1879902416446465, -0.2191790144219052, -0.1948589348930069, -0.2498611564038027, -0.1946102699550354, -0.2451112545188712, -0.1996130239303446, -0.2483433635960964, -0.1103756892725827, 1
-0.1609906464299795, -0.172428369066818, -0.09754856458569366, -0.09932024544409319, -0.03113182280525521, -0.04255610052095041, -0.1761785093921104, -0.2110982395990479, -0.1889761130257153, -0.2223046500743044, -0.1898360186482017, -0.2213496790853801, -0.1891625323996363, -0.2231296932950459, -0.1883098346495536, -0.224209303377282, -0.1951627284873149, -0.2522852681330224, -0.1950219419109574, -0.2469772689513923, -0.1999108079897418, -0.2492947229944819, -0.2066942598696316, 1
-0.1179852411094703, -0.1235363907890215, -0.107631407383884, -0.1075734386177977, -0.0312194210090528, -0.06828488508594439, -0.1761755034926258, -0.2116434845166836, -0.1889779628164833, -0.2229833476036951, -0.1899535888826275, -0.2258001115097172, -0.1892667911253738, -0.2249720523156957, -0.1884164133595801, -0.2254779730275172, -0.1955317573702681, -0.2547617689454632, -0.195394982285656, -0.2486991638801418, -0.2003448192164133, -0.2504376709727452, 0.1971087768896312, 1
-0.1244952336579879, -0.1336226663996262, -0.1737634146162748, -0.1670295023737186, -0.03124276286509016, -0.07760218092404576, -0.1762029281326444, -0.2145284560691257, -0.1890273684918866, -0.2261269231237181, -0.1899204375272181, -0.2248499377509844, -0.1891488908440479, -0.2225505434487932, -0.1881591348527619, -0.2223314855698473, -0.1951259507840085, -0.2521590210535317, -0.194815111290123, -0.2462466092048888, -0.1995674028182872, -0.2484440882612366, -0.3493926347616497, 1
-0.1430691984117999, -0.1529934469045715, -0.04002630396963181, -0.05420579605559463, -0.03118193312106709, -0.06019838237267641, -0.1761944393692931, -0.2142535711832637, -0.1890417450250809, -0.2274490114479714, -0.1899707584685818, -0.2266649283465489, -0.1892646052381282, -0.2251758286098077, -0.1883820357941591, -0.2251503553757421, -0.1952891142301609, -0.2534595929998721, -0.1949152483388248, -0.2468314119758801, -0.1996246910278701, -0.2487917183825318, -0.3921885710590196, 1
-0.1129168553024652, -0.120954689082651, -0.1775963250700543, -0.1798678028661477, -0.03120728637543172, -0.07101236650957228, -0.1761980851512431, -0.2151359177304751, -0.1890672228438049, -0.2295314707116078, -0.1899906288293579, -0.2282909589627364, -0.1893369230238172, -0.2275674881445966, -0.1885323970448702, -0.2274949858994366, -0.1956234858902314, -0.2556799968242451, -0.1953738598988048, -0.2486166868520373, -0.2003410082046188, -0.2503882802141119, -0.02765477123420806, 1
-0.1928425680135176, -0.20613480997857, -0.1223623692025188, -0.1135115284240153, -0.03124459359889701, -0.07843550188161603, -0.1761710655981078, -0.2094907851841922, -0.1889772564403384, -0.2219215932737928, -0.189746803927293, -0.2173698969800469, -0.1888751368021092, -0.2153867765447815, -0.1877928362507669, -0.2168639204118941, -0.1946299542325241, -0.2480248733846197, -0.1943807162392854, -0.2439852821802529, -0.1991500970267815, -0.2471753480435257, -0.4485186222490397, 1
-0.09347792650374562, -0.1025299980228963, -0.04220019348073013, -0.03460258312570212, -0.03115942834397432, -0.04664046968799082, -0.1761836594138883, -0.2123173107046609, -0.1890407794749548, -0.227402644772507, -0.1899652520344792, -0.2268842568940402, -0.1891722960293334, -0.223080478298683, -0.1882298689643514, -0.223129310939455, -0.1951925798556362, -0.2523826925798225, -0.1948292218796916, -0.2463053508581715, -0.1994762416156831, -0.2482595085480663, -0.3460924954154375, 1
-0.1297457171586563, -0.1392510968278015, -0.07083260664665755, -0.08177657252294174, -0.031142813230247, -0.04755328507901372, -0.1761723660044084, -0.2117106031856595, -0.1889990575458187, -0.2244432598073107, -0.1898654125178639, -0.2225026848854681, -0.1892146563652526, -0.2237387652766611, -0.1883717830774903, -0.2248233742867619, -0.1954623549259844, -0.2541485970472644, -0.1952706403271456, -0.2480307962726518, -0.2001807866670222, -0.2498930578610578, 0.08853694561838969, 1
-0.1031442790757866, -0.1100345719271305, -0.1548133909175469, -0.1468399970325808, -0.03119560942526236, -0.06158542317705422, -0.1762124954075705, -0.2155243010397177, -0.1890770282594283, -0.2296176106362093, -0.1899827074305845, -0.2275659875074675, -0.1893013416369858, -0.2261616574052957, -0.1885319484025032, -0.2269604853393191, -0.1955771901536441, -0.2553057467836751, -0.195361132529792, -0.2486857626850642, -0.2002830838261379, -0.2504391694201103, -0.1881452067336845, 1
-0.1915527093500584, -0.203937958216005, -0.23184344951479, -0.2007488325897815, -0.03127313859312227, -0.07995686086665482, -0.176186923330496, -0.2125925726616969, -0.1889888227144814, -0.2237294682345639, -0.189838315617856, -0.2218459489783076, -0.1890045386284238, -0.2194582254450747, -0.188119940574812, -0.2216195537400314, -0.1950541354771276, -0.251120147754181, -0.194833560030533, -0.2461450653129873, -0.1997259379081448, -0.2487736403401274, -0.2578192539049418, 1
